Date,High,Low,Open,Close,Volume,Adj Close
2020-07-31,11.680000305175781,10.5,11.0,11.029999732971191,38704200,11.029999732971191
2020-08-03,11.5,10.609999656677246,11.050000190734863,11.5,4445000,11.5
2020-08-04,11.369999885559082,10.949999809265137,11.369999885559082,11.0,2458400,11.0
2020-08-05,11.210000038146973,11.020000457763672,11.020000457763672,11.100000381469727,1357400,11.100000381469727
2020-08-06,11.359999656677246,11.029999732971191,11.1899995803833,11.25,1430200,11.25
2020-08-07,11.760000228881836,11.180000305175781,11.1899995803833,11.75,2301800,11.75
2020-08-10,11.84000015258789,11.529999732971191,11.75,11.600000381469727,987400,11.600000381469727
2020-08-11,11.899999618530273,11.399999618530273,11.829999923706055,11.65999984741211,1451400,11.65999984741211
2020-08-12,11.649999618530273,11.029999732971191,11.600000381469727,11.460000038146973,1613100,11.460000038146973
2020-08-13,11.65999984741211,11.180000305175781,11.460000038146973,11.600000381469727,1356200,11.600000381469727
2020-08-14,11.59000015258789,11.15999984741211,11.520000457763672,11.59000015258789,1574800,11.59000015258789
2020-08-17,11.569999694824219,10.550000190734863,11.569999694824219,11.34000015258789,2059300,11.34000015258789
2020-08-18,11.59000015258789,11.229999542236328,11.34000015258789,11.59000015258789,686300,11.59000015258789
2020-08-19,11.569999694824219,11.329999923706055,11.569999694824219,11.449999809265137,561600,11.449999809265137
2020-08-20,11.399999618530273,11.140000343322754,11.210000038146973,11.300000190734863,621800,11.300000190734863
2020-08-21,11.520000457763672,11.180000305175781,11.300000190734863,11.380000114440918,1478500,11.380000114440918
2020-08-24,11.5,11.079999923706055,11.390000343322754,11.25,1569700,11.25
2020-08-25,11.460000038146973,11.140000343322754,11.25,11.399999618530273,678200,11.399999618530273
2020-08-26,11.479999542236328,10.930000305175781,11.300000190734863,10.930000305175781,1359600,10.930000305175781
2020-08-27,11.100000381469727,10.520000457763672,11.100000381469727,10.779999732971191,1437000,10.779999732971191
2020-08-28,11.0,10.649999618530273,10.779999732971191,10.800000190734863,1936300,10.800000190734863
2020-08-31,10.859999656677246,10.5,10.779999732971191,10.619999885559082,813300,10.619999885559082
2020-09-01,10.880000114440918,10.619999885559082,10.630000114440918,10.850000381469727,3548800,10.850000381469727
2020-09-02,10.989999771118164,10.699999809265137,10.729999542236328,10.890000343322754,698600,10.890000343322754
2020-09-03,11.140000343322754,10.430000305175781,10.890000343322754,11.140000343322754,965600,11.140000343322754
2020-09-04,12.0,10.899999618530273,11.020000457763672,12.0,901000,12.0
2020-09-08,11.680000305175781,11.149999618530273,11.680000305175781,11.149999618530273,1254200,11.149999618530273
2020-09-09,11.420000076293945,10.819999694824219,11.359999656677246,10.84000015258789,937400,10.84000015258789
2020-09-10,10.890000343322754,10.600000381469727,10.84000015258789,10.649999618530273,469800,10.649999618530273
2020-09-11,10.699999809265137,10.25,10.699999809265137,10.649999618530273,970500,10.649999618530273
2020-09-14,10.600000381469727,10.130000114440918,10.600000381469727,10.390000343322754,2360500,10.390000343322754
2020-09-15,10.59000015258789,9.989999771118164,10.3100004196167,10.59000015258789,2453300,10.59000015258789
2020-09-16,10.699999809265137,10.260000228881836,10.489999771118164,10.59000015258789,660900,10.59000015258789
2020-09-17,10.65999984741211,10.34000015258789,10.569999694824219,10.59000015258789,471700,10.59000015258789
2020-09-18,10.6899995803833,10.369999885559082,10.420000076293945,10.449999809265137,737700,10.449999809265137
2020-09-21,10.3100004196167,9.90999984741211,10.279999732971191,10.1899995803833,926900,10.1899995803833
2020-09-22,10.199999809265137,9.699999809265137,10.130000114440918,10.130000114440918,4368300,10.130000114440918
2020-09-23,10.210000038146973,9.930000305175781,10.130000114440918,10.0,1757700,10.0
2020-09-24,10.229999542236328,9.9399995803833,10.0,10.0,1439000,10.0
2020-09-25,10.09000015258789,9.800000190734863,9.90999984741211,10.050000190734863,1986900,10.050000190734863
2020-09-28,10.130000114440918,9.649999618530273,10.130000114440918,9.649999618530273,695700,9.649999618530273
2020-09-29,9.760000228881836,9.350000381469727,9.65999984741211,9.6899995803833,1161400,9.6899995803833
2020-09-30,9.84000015258789,9.460000038146973,9.680000305175781,9.75,1748200,9.75
2020-10-01,10.149999618530273,9.510000228881836,9.649999618530273,10.039999961853027,1132500,10.039999961853027
2020-10-02,10.199999809265137,9.75,9.970000267028809,10.199999809265137,1056000,10.199999809265137
2020-10-05,10.239999771118164,9.930000305175781,10.180000305175781,10.020000457763672,758700,10.020000457763672
2020-10-06,10.199999809265137,9.819999694824219,10.199999809265137,9.90999984741211,580500,9.90999984741211
2020-10-07,10.0,9.699999809265137,9.920000076293945,9.699999809265137,626500,9.699999809265137
2020-10-08,9.84000015258789,9.6899995803833,9.819999694824219,9.84000015258789,444300,9.84000015258789
2020-10-09,10.09000015258789,9.539999961853027,9.819999694824219,9.789999961853027,5309700,9.789999961853027
2020-10-13,9.8100004196167,9.5,9.8100004196167,9.550000190734863,1003800,9.550000190734863
2020-10-14,9.520000457763672,9.229999542236328,9.520000457763672,9.25,773800,9.25
2020-10-15,9.180000305175781,8.970000267028809,9.180000305175781,9.140000343322754,1013900,9.140000343322754
2020-10-16,9.399999618530273,9.0600004196167,9.239999771118164,9.300000190734863,6431500,9.300000190734863
2020-10-19,9.510000228881836,9.210000038146973,9.239999771118164,9.300000190734863,1402500,9.300000190734863
2020-10-20,9.489999771118164,9.180000305175781,9.300000190734863,9.300000190734863,3434000,9.300000190734863
2020-10-21,9.399999618530273,9.279999732971191,9.319999694824219,9.399999618530273,896000,9.399999618530273
2020-10-22,9.369999885559082,9.09000015258789,9.369999885559082,9.119999885559082,1552800,9.119999885559082
2020-10-23,9.170000076293945,8.600000381469727,9.170000076293945,8.920000076293945,3037500,8.920000076293945
2020-10-26,10.199999809265137,9.300000190734863,9.300000190734863,9.850000381469727,5514900,9.850000381469727
2020-10-27,10.399999618530273,9.90999984741211,9.9399995803833,10.100000381469727,2200700,10.100000381469727
2020-10-28,10.0600004196167,9.649999618530273,9.970000267028809,9.699999809265137,2125400,9.699999809265137
2020-10-29,10.010000228881836,9.5600004196167,9.680000305175781,9.850000381469727,2743400,9.850000381469727
2020-10-30,10.0,9.40999984741211,9.850000381469727,9.710000038146973,1600300,9.710000038146973
2020-11-03,9.859999656677246,9.5,9.720000267028809,9.5,1135100,9.5
2020-11-04,9.949999809265137,9.5,9.5600004196167,9.8100004196167,953300,9.8100004196167
2020-11-05,10.0,9.779999732971191,10.0,9.779999732971191,819800,9.779999732971191
2020-11-06,10.010000228881836,9.609999656677246,9.699999809265137,10.010000228881836,198800,10.010000228881836
2020-11-09,11.119999885559082,10.239999771118164,10.369999885559082,10.84000015258789,4371700,10.84000015258789
2020-11-10,11.319999694824219,10.510000228881836,10.869999885559082,11.289999961853027,7277500,11.289999961853027
2020-11-11,11.479999542236328,10.850000381469727,10.920000076293945,11.399999618530273,4521700,11.399999618530273
2020-11-12,11.300000190734863,10.739999771118164,11.300000190734863,11.0,1394800,11.0
2020-11-13,11.489999771118164,11.0,11.489999771118164,11.1899995803833,3209800,11.1899995803833
2020-11-16,11.779999732971191,11.300000190734863,11.300000190734863,11.619999885559082,2094700,11.619999885559082
2020-11-17,11.649999618530273,11.279999732971191,11.529999732971191,11.550000190734863,2127100,11.550000190734863
2020-11-18,11.800000190734863,11.149999618530273,11.4399995803833,11.699999809265137,5254800,11.699999809265137
2020-11-19,11.710000038146973,11.390000343322754,11.640000343322754,11.510000228881836,902800,11.510000228881836
2020-11-23,12.149999618530273,11.649999618530273,11.880000114440918,12.0,1437200,12.0
2020-11-24,12.5,11.819999694824219,12.0,12.5,2889000,12.5
2020-11-25,12.6899995803833,12.319999694824219,12.420000076293945,12.510000228881836,1537000,12.510000228881836
2020-11-26,13.069999694824219,12.420000076293945,12.600000381469727,12.859999656677246,895900,12.859999656677246
2020-11-27,13.109999656677246,12.720000267028809,12.800000190734863,13.0,821200,13.0
2020-11-30,13.300000190734863,12.850000381469727,12.989999771118164,12.90999984741211,5717000,12.90999984741211
